attribute	symbol	geneid
NM_002542	OGG1	4968
NM_007346	OGFR	11054
NM_002541	OGDH	4967
NM_003611	OFD1	8481
AB032953	ODZ2	57451
NM_014253	ODZ1	10178
NM_002540	ODF2	4957
NM_002539	ODC1	4953
NM_000276	OCRL	4952
NM_006188	OCM	654231
NM_002538	OCLN	100506658
AF142063	OCLM	10896
NM_000275	OCA2	4948
NM_013397	OBTP	_
NM_014581	OBP2B	29989
NM_014582	OBP2A	29991
NM_016178	OAZ3	51686
NM_002537	OAZ2	4947
NM_004152	OAZ1	4946
NM_000274	OAT	4942
NM_006187	OAS3	4940
NM_016817	OAS2	4939
NM_002535	OAS2	4939
NM_016816	OAS1	4938
NM_002534	OAS1	4938
NM_006107	OA48-18	_
NM_000273	OA1	474285
AF155117	NY-REN-62 antigen	_
AF155107	NY-REN-37 antigen	_
AF155103	NY-REN-25 antigen	_
NM_013248	NXT1	29107
AF043469	NXPH4	11247
AB032985	NXPH3	11248
AF043467	NXPH2	11249
Contig47077	NXF3	56000
NM_017809	NXF2	56001
NM_006362	NXF1	10482
Contig29547_RC	NX-17	_
NM_002533	NVL	4931
NM_016320	NUP98	4928
NM_005387	NUP98	4928
NM_002532	NUP88	4927
NM_012346	NUP62	23636
NM_017426	NUP54	53371
NM_007172	NUP50	10762
NM_005085	NUP214	8021
Contig43761_RC	NUP214	8021
NM_004298	NUP155	9631
NM_005124	NUP153	9972
NM_020401	NUP107	57122
AF015041	NUMBL	9253
NM_004756	NUMBL	9253
Contig45980_RC	NUMB	8650
NM_003744	NUMB	8650
NM_006185	NUMA1	4926
NM_012345	NUFIP1	26747
AF019633	NUDT6	11162
Contig1693_RC	NUDT5	11164
NM_014142	NUDT5	11164
NM_019094	NUDT4	11163
AB007956	NUDT4	11163
NM_006703	NUDT3	100529239
Contig59187_RC	NUDT3	100529239
NM_001161	NUDT2	318
NM_002452	NUDT1	4521
NM_006600	NUDC	10726
Contig29072_RC	NUCKS	_
NM_005013	NUCB2	4925
NM_006184	NUCB1	4924
NM_012225	NUBP2	10101
NM_002484	NUBP1	4682
NM_014037	NTT5	_
NM_012344	NTSR2	23620
NM_002531	NTSR1	4923
NM_006183	NTS	4922
NM_002530	NTRK3	4916
NM_006180	NTRK2	4915
NM_002529	NTRK1	4914
AJ010842	NTPBP	_
AL137540	NTN4	59277
NM_006181	NTN2L	_
NM_004822	NTN1	9423
NM_020680	NTKL	_
NM_002528	NTHL1	4913
NM_002527	NTF3	4908
NM_006702	NTE	_
NM_020201	NT5M	56953
NM_012229	NT5B	_
NM_002526	NT5	_
Contig873_RC	NT5	_
Contig53711_RC	NSP3	_
NM_005489	NSP3	_
NM_005490	NSP1	_
NM_003580	NSMAF	8439
AF095687	NSG-X	_
Contig33304_RC	NSG-X	_
AF135168	NSF	4905
NM_004559	NSEP1	_
NM_006372	NSAP1	_
NM_006469	NS1-BP	_
AF161553	NS1-BP	_
Contig39594_RC	NRXN3	9369
NM_004796	NRXN3	9369
AB035266	NRXN2	9379
AB035356	NRXN1	9378
NM_003872	NRP2	8828
NM_003873	NRP1	8829
AF143676	NRM	11270
NM_006177	NRL	4901
NM_003489	NRIP1	8204
Contig48278_RC	NRGN	4900
NM_006176	NRGN	4900
NM_013981	NRG2	9542
NM_013982	NRG2	9542
NM_013984	NRG2	9542
NM_013985	NRG2	9542
NM_004883	NRG2	9542
NM_013956	NRG1	3084
NM_013957	NRG1	3084
NM_013958	NRG1	3084
NM_013960	NRG1	3084
NM_013961	NRG1	3084
NM_013962	NRG1	3084
NM_004495	NRG1	3084
NM_005011	NRF1	4899
NM_017544	NRF	_
NM_002525	NRD1	4898
NM_005010	NRCAM	4897
NM_013392	NRBP	_
Contig49233_RC	NRBF-2	_
NM_002524	NRAS	4893
AL037737_RC	NRAS	4893
NM_001489	NR6A1	2649
NM_003822	NR5A2	2494
NM_004959	NR5A1	2516
Contig23263_RC	NR5A1	2516
U12767	NR4A3	8013
NM_006186	NR4A2	4929
NM_002135	NR4A1	3164
NM_000901	NR3C2	4306
NM_000176	NR3C1	2908
NM_005234	NR2F6	2063
M64497	NR2F2	7026
NM_005654	NR2F1	7025
NM_016346	NR2E3	10002
NM_014249	NR2E3	10002
NM_003269	NR2E1	7101
NM_003298	NR2C2	7182
NM_003297	NR2C1	7181
X56199	NR1I3	9970
NM_005122	NR1I3	9970
AJ009936	NR1I2	8856
NM_005123	NR1H4	9971
NM_005693	NR1H3	10062
U07132	NR1H2	7376
D16815	NR1D2	9975
X72631	NR1D1	9572
NM_014434	NR1	_
Contig53445_RC	NR0B2	8431
NM_000475	NR0B1	190
NM_006173	NPY6R	ENSG00000226306
NM_006174	NPY5R	4889
NM_000910	NPY2R	4887
NM_000909	NPY1R	4886
NM_000905	NPY	4852
AL161974	NPTXR	23467
NM_014293	NPTXR	23467
U26662	NPTX2	4885
NM_002522	NPTX1	4884
NM_000908	NPR3	4883
NM_006545	NPR2L	_
Contig57441_RC	NPR2L	_
NM_000907	NPR2	4882
NM_003995	NPR2	4882
NM_000906	NPR1	4881
NM_002521	NPPB	4879
M30262	NPPA	100379251
NM_006993	NPM3	10360
NM_002520	NPM1	4869
NM_006985	NPIP	9284
NM_014625	NPHS2	7827
NM_004646	NPHS1	4868
NM_000272	NPHP1	4867
NM_004885	NPGPR	_
NM_003717	NPFF	8620
NM_006310	NPEPPS	9520
NM_015392	NPDC1	56654
AF272357	NPDC1	56654
NM_020686	NPD009	_
Contig3883_RC	NPD007	_
NM_020684	NPD007	_
NM_014049	NPD002	_
NM_006432	NPC2	10577
NM_013389	NPC1L1	29881
NM_000271	NPC1	4864
NM_002519	NPAT	4863
Contig27908_RC	NPAS3	64067
AL079281	NPAS3	64067
NM_002518	NPAS2	4862
NM_002517	NPAS1	4861
AF112201	NP25	_
NM_013259	NP25	_
NM_014497	NP220	_
NM_000270	NP	_
NM_016931	NOX4	50507
NM_007052	NOX1	27035
NM_013954	NOX1	27035
NM_013955	NOX1	27035
NM_002516	NOVA2	4858
NM_006491	NOVA1	4857
NM_002515	NOVA1	4857
NM_002514	NOV	4856
NM_004557	NOTCH4	4855
NM_000435	NOTCH3	4854
AL133036	NOTCH2	4853
NM_005787	NOT56L	_
M93718	NOS3	4846
NM_000625	NOS2A	_
Contig45258_RC	NOS2A	_
X73029	NOS2A	_
U17327	NOS1	4842
NM_000620	NOS1	4842
NM_006392	NOP56	10528
NM_015934	NOP5/NOP58	_
NM_007363	NONO	4841
NM_004741	NOLC1	9221
NM_018648	NOLA3	_
NM_017838	NOLA2	_
NM_018983	NOLA1	_
NM_003787	NOL4	8715
NM_006170	NOL1	_
NM_019082	NOH61	_
Contig45454_RC	NOGOR	_
NM_005450	NOG	9241
U79299	NOE1	_
Contig35971_RC	NODAL	4838
Contig24586_RC	NOD2	64127
NM_006092	NOD1	10392
NM_006067	NOC4	_
NM_012343	NNT	23530
NM_006169	NNMT	4837
NM_005386	NNAT	4826
NM_020167	NMU2R	_
NM_006681	NMU	10874
NM_004808	NMT2	9397
AF043324	NMT1	4836
NM_021079	NMT1	4836
NM_014502	NMP200	_
NM_000904	NMOR2	_
NM_004688	NMI	9111
NM_013330	NME7	29922
NM_003551	NME5	8382
NM_005009	NME4	4833
NM_002512	NME2	654364
Contig50759	NME2	654364
NM_000269	NME1	654364
NM_002511	NMBR	4829
M21551	NMB	4828
NM_021077	NMB	4828
NM_012342	NMA	_
NM_005793	NM23-H6	_
NM_003776	NLVCF	_
NM_007342	NLP_1	_
Contig382_RC	NLI-IF	_
NM_021198	NLI-IF	_
NM_018977	NLGN3	54413
AB037787	NLGN2	57555
NM_014932	NLGN1	22871
NM_006168	NKX6A	_
Contig2012	NKX3A	_
NM_006167	NKX3A	_
NM_002509	NKX2B	_
NM_014360	NKX2.8	_
NM_005385	NKTR	4820
NM_005601	NKG7	4818
NM_004221	NK4	_
AF052093	NJMU-R1	_
NM_020202	NIT2	56954
NM_005600	NIT1	4817
NM_003634	NIPSNAP1	8508
NM_016533	NINJ2	4815
NM_004148	NINJ1	4814
NM_016350	NIN	51199
U47101	NIFU	_
AK001470	NIFS	_
NM_021100	NIFS	_
NM_006326	NIFIE14	_
Contig2644_RC	NIF3L1	60491
NM_007361	NID2	22795
NM_002508	NID	_
NM_019060	NICE-1	_
AL137572	NIBAN	_
NM_005008	NHP2L1	4809
NM_005599	NHLH2	4808
NM_005598	NHLH1	4807
NM_002507	NGFR	4804
NM_002506	NGFB	_
NM_012341	NGB	58157
NM_021257	NGB	58157
Contig55031_RC	NG7	_
NM_014223	NFYC	4802
Contig58123_RC	NFYB	4801
NM_006166	NFYB	4801
NM_002505	NFYA	4800
NM_002504	NFX1	4799
AK000617	NFRKB	4798
NM_006165	NFRKB	4798
NM_005007	NFKBIL1	4795
NM_004556	NFKBIE	4794
NM_002503	NFKBIB	4793
M69043	NFKBIA	4792
NM_002502	NFKB2	4791
M55643	NFKB1	4790
NM_003998	NFKB1	4790
NM_002501	NFIX	4784
NM_005384	NFIL3	4783
X92857	NFIC	4782
NM_005597	NFIC	4782
NM_005596	NFIB	4781
AB037860	NFIA	4774
Contig693_RC	NFIA	4774
NM_004289	NFE2L3	9603
NM_006164	NFE2L2	4780
NM_003204	NFE2L1	4779
NM_006163	NFE2	4778
NM_004554	NFATC4	4776
NM_004555	NFATC3	4775
U43342	NFATC2	4773
NM_012340	NFATC2	4773
NM_006162	NFATC1	4772
NM_006599	NFAT5	10725
NM_000268	NF2	4771
NM_000267	NF1	4763
NM_020999	NEUROG3	50674
NM_006161	NEUROG1	4762
NM_021191	NEUROD4	58158
NM_006160	NEUROD2	4761
NM_002500	NEUROD1	4760
NM_004210	NEURL	9148
NM_004647	NEUD4	_
NM_006656	NEU3	10825
NM_005383	NEU2	4759
NM_000434	NEU1	4758
NM_005863	NET1	10276
NM_012339	NET-7	_
NM_014399	NET-6	_
NM_006675	NET-5	_
NM_012338	NET-2	_
NM_016592	NESP55	_
NM_016428	NESH	_
NM_012337	NESG1	_
NM_014328	NESCA	_
NM_002499	NEO1	4756
NM_006159	NELL2	4753
NM_006157	NELL1	4745
NM_014397	NEK6	10783
Z29067	NEK3	4752
NM_002497	NEK2	4751
AL050385	NEK1	4750
NM_006158	NEFL	ENSG00000104725
AF203032	NEFH	4744
NM_021076	NEFH	4744
NM_005382	NEF3	_
NM_006156	NEDD8	100528064
NM_004404	NEDD5	_
D42055	NEDD4	4734
Contig28801_RC	NEDD1	121441
Contig51208	NEDD1	121441
NM_006393	NEBL	10529
NM_004543	NEB	4703
Contig52209_RC	NDUFV3	4731
NM_021075	NDUFV3	4731
NM_021074	NDUFV2	4729
NM_007103	NDUFV1	4723
NM_002496	NDUFS8	4728
NM_004553	NDUFS6	4726
NM_004552	NDUFS5	4725
NM_002495	NDUFS4	4724
NM_004551	NDUFS3	4722
NM_004550	NDUFS2	4720
NM_005006	NDUFS1	4719
NM_004549	NDUFC2	4718
NM_002494	NDUFC1	4717
NM_005005	NDUFB9	4715
NM_005004	NDUFB8	4714
NM_002493	NDUFB6	4712
NM_002492	NDUFB5	4711
NM_004547	NDUFB4	4710
NM_002491	NDUFB3	4709
NM_004546	NDUFB2	4708
NM_004548	NDUFB10	4716
NM_004545	NDUFB1	4707
NM_005003	NDUFAB1	4706
NM_005002	NDUFA9	4704
NM_014222	NDUFA8	4702
NM_005001	NDUFA7	4701
NM_002490	NDUFA6	4700
NM_005000	NDUFA5	4698
NM_002489	NDUFA4	4697
NM_004542	NDUFA3	4696
NM_002488	NDUFA2	4695
NM_004544	NDUFA10	4705
NM_004541	NDUFA1	4694
NM_004784	NDST3	9348
NM_003635	NDST2	8509
NM_001543	NDST1	3340
AB033006	NDRG4	65009
NM_016250	NDRG2	57447
AF159092	NDRG2	57447
NM_006096	NDRG1	10397
NM_007271	NDR	_
AF034187	NDR	_
NM_005831	NDP52	_
NM_000266	NDP	4693
NM_002487	NDN	4692
NC_001807	ND1	4535
NM_006316	NCYM	_
NM_006312	NCOR2	9612
NM_006311	NCOR1	9611
Contig56921_RC	NCOR1	9611
AL162047	NCOA4	8031
NM_006534	NCOA3	8202
NM_006540	NCOA2	10499
NM_003743	NCOA1	8648
NM_005381	NCL	4691
Contig49066_RC	NCKX3	_
NM_020689	NCKX3	_
NM_013436	NCKAP1	10787
NM_003581	NCK2	8440
NM_006153	NCK1	4690
NM_000631	NCF4	4689
NM_013416	NCF4	4689
NM_000433	NCF2	4688
NM_000265	NCF1	653361
AL110262	NCBP2	22916
NM_007362	NCBP2	22916
NM_002486	NCBP1	4686
Contig29446_RC	NCBP1	4686
NM_004540	NCAM2	4685
S71824	NCAM1	4684
NM_000615	NCAM1	4684
NM_002485	NBS1	_
NM_005821	NBR2	10230
NM_005380	NBL1	4681
NM_015678	NBEA	ENSG00000225474
NM_021196	NBC4	_
NM_000015	NAT2	10
NM_000662	NAT1	9
NM_002482	NASP	4678
AF035191	NASP	4678
NM_004539	NARS	4677
AL137729	NARF	100506001
NM_012336	NARF	100506001
NM_003826	NAPG	8774
NM_003827	NAPA	8775
AB005216	NAP4	_
NM_005969	NAP1L4	4676
NM_004538	NAP1L3	4675
AB027013	NAP1L2	4674
NM_004537	NAP1L1	4673
NM_004851	NAP1	_
NM_014371	NAKAP95	_
NM_000263	NAGLU	4669
NM_000262	NAGA	4668
NM_020391	NAG19	_
NM_020392	NAG18	57051
Contig43655_RC	NAG14	_
NM_013343	NAG-7	_
NM_006058	NAF1	92345
Contig21665_RC	NADC3	_
NM_005594	NACA	4666
NM_005967	NAB2	4665
NM_005966	NAB1	4664
NM_005468	NAALADASEL	_
AJ012370	NAALAD2	10003
NM_013240	N6AMT1	29104
NM_006765	N33	_
Contig55232_RC	N33	_
AJ002572	N143	_
NM_003871	MYT2	_
AB029029	MYT1L	23040
NM_006097	MYRL2	_
NM_002481	MYPT2	_
Contig47337_RC	MYPT2	_
AB007972	MYPT2	_
NM_002480	MYPT1	_
Contig2224	MYOZ	_
NM_021245	MYOZ	_
NM_003970	MYOM2	9172
NM_003803	MYOM1	8736
NM_002479	MYOG	4656
NM_002478	MYOD1	4654
NM_000261	MYOC	4653
NM_004145	MYO9B	4650
NM_006901	MYO9A	4649
NM_000260	MYO7A	4647
NM_004999	MYO6	4646
NM_018728	MYO5C	55930
AB032945	MYO5B	4645
Y07759	MYO5A	4644
NM_000259	MYO5A	4644
NM_017433	MYO3A	53904
X98411	MYO1F	4542
AB018270	MYO1D	4642
NM_004998	MYO1C	4641
X98507	MYO1C	4641
NM_005379	MYO1A	4640
NM_016239	MYO15A	51168
AF234532	MYO10	4651
NM_018657	MYNN	55892
NM_005965	MYLK	4638
NM_014015	MYLE	_
M31212	MYL6	4637
NM_021019	MYL6	4637
NM_002477	MYL5	4636
NM_002476	MYL4	4635
NM_000258	MYL3	4634
NM_000432	MYL2	4633
M20642	MYL1	4632
NM_002475	MYL1	4632
Contig4399_RC	MYH9	4627
NM_002472	MYH8	4626
NM_000257	MYH7	4625
D00943	MYH6	4624
AK000947	MYH4	4622
AF111783	MYH4	4622
X13988	MYH3	4621
NM_017534	MYH2	4620
AF111782	MYH13	8735
AB020673	MYH11	4629
NM_005963	MYH1	4619
Contig58235_RC	MYG1	_
NM_002469	MYF6	4618
NM_005593	MYF5	4617
AJ223366	MYEOV	26579
NM_002468	MYD88	4615
M55330	MYCN	4613
NM_005378	MYCN	4613
NM_005377	MYCL2	4611
Contig39008_RC	MYCL1	4610
NM_012333	MYCBP	100527950
K02276	MYC	4609
NM_004997	MYBPH	4608
NM_000256	MYBPC3	4607
NM_004533	MYBPC2	4606
NM_002465	MYBPC1	4604
NM_002466	MYBL2	4605
X66087	MYBL1	4603
NM_014520	MYBBP1A	10514
NM_005375	MYB	4602
NM_015344	MY047	_
NM_005962	MXI1	4601
Contig34363_RC	MXI1	4601
M30818	MX2	4600
NM_002462	MX1	4599
NM_017458	MVP	9961
NM_005115	MVP	9961
NM_000431	MVK	4598
NM_002461	MVD	4597
NM_012222	MUTYH	4595
AF181286	mutant dystrophin	_
NM_000255	MUT	4594
NM_005592	MUSK	4593
Contig45086_RC	MURF	_
Contig57097_RC	MUP1	_
Contig3147_RC	MUM2	_
NM_021210	MUM2	_
AB020705	MUL	_
NM_006369	MUF1	_
U14383	MUC8	4590
U06711	MUC5B	727897
Z34282	MUC5AC	4586
AJ276359	MUC4	4585
AJ242549	MUC4	4585
AF007194	MUC3A	4584
AF007192	MUC3	100133790
NM_002457	MUC2	4583
AF147790	MUC12	10071
NM_002456	MUC1	4582
NM_006554	MTX2	10651
NM_002455	MTX1	4580
Contig45800_RC	MTX1	4580
AF052151	MTVR	_
NM_002454	MTRR	4552
NM_004294	MTRF1	9617
AJ270996	MTR1	_
NM_000254	MTR	4548
NM_000253	MTP	_
NM_005959	MTNR1B	4544
NM_005958	MTNR1A	4543
AF073482	MTMR7	9108
NM_004686	MTMR7	9108
AF072928	MTMR6	9107
AB014547	MTMR4	9110
NM_004687	MTMR4	9110
AB002369	MTMR3	8897
NM_021090	MTMR3	8897
U58033	MTMR2	8898
NM_003912	MTMR2	8898
AK001816	MTMR1	8776
AF057354	MTMR1	8776
NM_000252	MTM1	4534
NM_004923	MTL5	9633
NM_002453	MTIF2	4528
NM_006441	MTHFS	10588
NM_005957	MTHFR	4524
NM_006636	MTHFD2	10797
NM_005956	MTHFD1	4522
NM_005955	MTF1	4520
NM_006980	MTERF	7978
NM_014221	MTCP1	4515
NM_014342	MTCH2	23788
NM_014341	MTCH1	23787
NM_006417	MTAP44	_
NM_002451	MTAP	4507
NM_004739	MTA1L1	_
NM_004689	MTA1	9112
NM_005954	MT3	4504
NM_005953	MT2A	4502
NM_005952	MT1X	4501
NM_002450	MT1L	4500
NM_005951	MT1H	4496
NM_005950	MT1G	4495
Contig66143_RC	MT1G	4495
Contig4380_RC	MT1E	4493
NM_012332	MT-ACT48	_
NM_002449	MSX2	4488
NM_002448	MSX1	4487
U28055	MSTP9	_
AL157502	MSTP032	_
NM_002447	MST1R	4486
NM_020998	MST1	4485
L11924	MST1	4485
NM_012331	MSRA	4482
NM_002445	MSR1	4481
NM_002444	MSN	4478
NM_002443	MSMB	4477
NM_005823	MSLN	10232
NM_013404	MSLN	10232
NM_006800	MSL3L1	_
NM_002442	MSI1	4440
NM_000179	MSH6	2956
NM_002441	MSH5	100532732
NM_002440	MSH4	4438
NM_002439	MSH3	4437
NM_000251	MSH2	4436
NM_006640	MSF	_
NM_007061	MSE55	_
NM_005098	MSC	9242
AF201951	MS4A7	58475
Contig30757_RC	MS4A5	64232
NM_016650	MS4A4A	51338
NM_006138	MS4A3	932
X07203	MS4A2	2206
NM_000139	MS4A1	931
NM_006069	MRVI1	10335
AF052167	MRS2L	_
NM_020662	MRS2L	_
Contig3250_RC	MRRF	92399
NM_015971	MRPS7	51081
NM_018285	MRPS4	_
NM_014018	MRPS28	28957
AF161453	MRPS24	100534592
NM_016070	MRPS23	51649
AL110129	MRPS22	56945
NM_020191	MRPS22	56945
U79258	MRPS21	54460
NM_016034	MRPS2	51116
NM_018135	MRPS18A	55168
NM_015969	MRPS17	51373
NM_016065	MRPS16	51021
AL049705	MRPS14	63931
Y11681	MRPS12	6183
NM_014050	MRPL42	28977
NM_015956	MRPL4	51073
NM_016491	MRPL37	51253
AF151109	MRPL36	64979
NM_004891	MRPL33	9553
AF161401	MRPL32	64983
NM_016503	MRPL30	51263
NM_007208	MRPL3	11222
NM_016504	MRPL27	51264
NM_021134	MRPL23	100133545
NM_014180	MRPL22	29093
NM_017971	MRPL20	55052
NM_015950	MRPL2	51069
NM_014763	MRPL19	9801
NM_017840	MRPL16	54948
NM_014175	MRPL15	29088
NM_014078	MRPL13	28998
NM_002949	MRPL12	6182
NM_016050	MRPL11	65003
NM_020236	MRPL1	65008
NM_016497	MRP64	_
NM_006791	MRG15	_
NM_005591	MRE11B	4362
NM_005590	MRE11A	4361
NM_002438	MRC1	4360
NM_012219	MRAS	22808
NM_003953	MPZL1	9019
NM_000530	MPZ	4359
NM_002437	MPV17	4358
NM_001932	MPP3	4356
NM_005374	MPP2	4355
NM_002436	MPP1	4354
NM_000250	MPO	4353
NM_005373	MPL	4352
NM_002435	MPI	4351
AL096751	MPHOSPH9	10198
X98258	MPHOSPH9	10198
NM_005792	MPHOSPH6	10200
X98494	MPHOSPH10	10199
NM_016195	MPHOSPH1	_
NM_002434	MPG	4350
NM_003829	MPDZ	8777
NM_004870	MPDU1	9526
NM_005945	MPB1	_
M55914	MPB1	_
NM_014889	MP1	_
Contig1798_RC	MOX2	_
NM_006833	MOV34-34KD	_
AL133068	MOV10L1	54456
NM_018836	MOT8	_
NM_020250	MOST2	_
NM_020237	MOST-1	_
NM_005372	MOS	4342
NM_006792	MORF4	10934
NM_012330	MORF	_
NM_014429	MORC	_
NM_014938	MONDOA	_
U64564	MOG	4340
AF260665	MOF	_
NM_014484	MOCS3	27304
NM_004531	MOCS2	4338
NM_006501	MOBP	4336
NM_020310	MNT	4335
NM_006838	MNPEP	_
NM_002432	MNDA	4332
NM_002431	MNAT1	4331
NM_018835	MNAB	_
X69636	MN7	_
Z70218	MN1	4330
NM_002430	MN1	4330
Contig37598	MMSDH	_
AF007151	MMS19L	_
NM_007351	MMRN	_
NM_004142	MMPL1	_
NM_004994	MMP9	4318
NM_002424	MMP8	4317
Z11887	MMP7	4316
NM_002422	MMP3	4314
NM_006690	MMP24	10893
Contig2512_RC	MMP24	10893
NM_006983	MMP23B	8510
NM_004659	MMP23A	ENSG00000215914
NM_004771	MMP20	9313
Contig66347	MMP2	4313
NM_002429	MMP19	4327
NM_016155	MMP17	4326
NM_005941	MMP16	4325
NM_002428	MMP15	4324
NM_004995	MMP14	4323
NM_002427	MMP13	4322
NM_002426	MMP12	ENSG00000110347
NM_005940	MMP11	4320
NM_002425	MMP10	4319
NM_002421	MMP1	4312
NM_007288	MME	ENSG00000240666
NM_007289	MME	ENSG00000240666
NM_000902	MME	ENSG00000240666
NM_012329	MMD	23531
NM_012213	MLYCD	23417
NM_013383	MLX	6945
NM_002420	MLSN1	_
NM_006804	MLN64	_
NM_007359	MLN51	_
NM_002418	MLN	4295
NM_005938	MLLT7	_
NM_005937	MLLT6	4302
NM_005936	MLLT4	4301
Contig54907_RC	MLLT4	4301
NM_004529	MLLT3	4300
NM_005935	MLLT2	_
NM_004641	MLLT10	8028
NM_005934	MLLT1	4298
AF264750	MLL3	58508
NM_021230	MLL3	58508
NM_003482	MLL2	8085
NM_005933	MLL	4297
NM_014381	MLH3	27030
NM_000249	MLH1	4292
NM_005439	MLF2	8079
Contig31137_RC	MLF1	4291
NM_006471	MLCB	_
NM_005511	MLANA	2315
NM_005664	MKRN3	7681
NM_013446	MKRN1	23608
NM_020185	MKPX	_
NM_007026	MKP-L	_
NM_003684	MKNK1	8569
NM_013255	MKLN1	4289
AB037859	MKL1	57591
NM_018848	MKKS	8195
NM_002417	MKI67	4288
NM_004993	MJD	_
NM_000248	MITF	4286
NM_016641	MIR16	ENSG00000208006
NM_013262	MIR	ENSG00000238916
NM_005932	MIPEP	4285
NM_012064	MIP	4284
NM_004897	MINPP1	9562
NM_015716	MINK	_
NM_015367	MIL1	_
Z24725	MIG2	_
Contig54761_RC	MIG-6	_
AL137274	MIG-6	_
Contig52414_RC	MIG-6	_
NM_018948	MIG-6	_
NM_002416	MIG	_
NM_002415	MIF	4282
NM_012216	MID2	11043
NM_000381	MID1	4281
NM_005931	MICB	4277
NM_000247	MICA	100507436
NM_002414	MIC2	_
Contig64396_RC	MIC1	_
NM_013326	MIC1	_
NM_014446	MIBP	_
NM_006533	MIA	8190
NM_006081	MHCBFB	_
NM_000246	MHC2TA	_
NM_004528	MGST3	4259
NM_002413	MGST2	4258
NM_020300	MGST1	4257
NM_000900	MGP	4256
NM_002412	MGMT	4255
NM_005930	MGEA6	_
AB014579	MGEA5	10724
Contig54184_RC	MGC955	_
Contig42483_RC	MGC8407	_
Contig2068_RC	MGC5627	_
Contig338_RC	MGC5585	_
Contig3719_RC	MGC5576	_
Contig251_RC	MGC5521	_
Contig42809_RC	MGC5509	_
AF131803	MGC5508	_
Contig29528	MGC5487	_
Contig7755_RC	MGC5395	_
Contig54079_RC	MGC5347	_
Contig47393_RC	MGC5338	_
Contig48392_RC	MGC5306	_
Contig51311_RC	MGC5302	_
Contig47232_RC	MGC5178	_
Contig55618_RC	MGC4825	_
Contig52321_RC	MGC4692	_
Contig53615_RC	MGC4692	_
Contig40965_RC	MGC4504	_
Contig66904_RC	MGC4368	_
Contig51209_RC	MGC4365	_
Contig54612_RC	MGC4309	_
Contig54957_RC	MGC4172	_
Contig49098_RC	MGC4090	_
Contig35249_RC	MGC3295	_
Contig42949_RC	MGC3279	_
Contig53666_RC	MGC3265	_
Contig47822	MGC3234	_
Contig56291_RC	MGC3180	_
Contig50927_RC	MGC3169	_
Contig61869_RC	MGC3136	_
Contig45305_RC	MGC3130	_
Contig46477_RC	MGC3129	_
Contig53829	MGC3123	_
Contig49983_RC	MGC3121	_
Contig55474_RC	MGC3077	_
Contig52792_RC	MGC3062	_
Contig42565_RC	MGC3048	_
Contig49480_RC	MGC3040	_
Contig52722_RC	MGC3020	_
Contig3344	MGC2835	_
Contig51963	MGC2827	_
Contig52704_RC	MGC2821	_
AK000827	MGC2752	65996
Contig5054	MGC2749	_
AF052183	MGC2722	_
Contig49668_RC	MGC2718	_
Contig63746_RC	MGC2654	_
Contig57617_RC	MGC2652	_
Contig30455_RC	MGC2633	_
Contig57199_RC	MGC2628	_
Contig922_RC	MGC2615	_
Contig25124_RC	MGC2603	_
Contig1022_RC	MGC2594	_
Contig3157_RC	MGC2495	_
Contig55104_RC	MGC2491	_
Contig52336_RC	MGC2488	_
Contig58341_RC	MGC2477	_
Contig54760_RC	MGC1136	_
Contig53180_RC	MGC11266	_
Contig61975	MGC11242	_
Contig35790_RC	MGC10796	_
Contig47364_RC	MGC10764	_
Contig964_RC	MGC10433	_
AL109669	MGC10327	_
NM_002407	MGB2	_
NM_002411	MGB1	_
NM_002410	MGAT5	4249
NM_014275	MGAT4B	11282
NM_012214	MGAT4A	11320
NM_002409	MGAT3	4248
NM_002408	MGAT2	4247
NM_002406	MGAT1	4245
NM_004668	MGAM	8972
NM_002405	MFNG	4242
NM_005929	MFI2	100507057
NM_005928	MFGE8	4240
NM_005927	MFAP3	4238
NM_017459	MFAP2	4237
NM_005926	MFAP1	4236
Y18643	METTL1	4234
NM_005371	METTL1	4234
NM_000245	MET	4233
NM_002402	MEST	4232
AL357535	MESP1	55897
D42039	MESDC2	23184
NM_006343	MERTK	10461
NM_020203	MEPE	56955
NM_005925	MEP1B	4225
NM_005588	MEP1A	4224
NM_005924	MEOX2	4223
NM_013999	MEOX1	4222
NM_004527	MEOX1	4222
NM_000244	MEN1	4221
NM_005370	MEL	497048
U68385	MEIS3	56917
NM_020149	MEIS2	4212
AF017418	MEIS2	4212
NM_002398	MEIS1	4211
AF195764	MEGT1	_
NM_021246	MEGT1	_
NM_000243	MEFV	4210
NM_005920	MEF2D	4209
NM_002397	MEF2C	4208
NM_005919	MEF2B	4207
NM_005587	MEF2A	4205
NM_016132	MEF-2	_
NM_005466	MED6	10001
NM_004992	MECP2	4204
NM_014623	MEA	_
NM_006680	ME3	10873
NM_002396	ME2	4200
NM_002395	ME1	4199
NM_004991	MDS1	_
NM_018468	MDS033	_
NM_018467	MDS032	_
NM_018466	MDS031	_
NM_018465	MDS030	_
NM_018464	MDS029	_
NM_018463	MDS028	_
NM_018462	MDS027	_
NM_018461	MDS026	_
Contig54010_RC	MDS024	_
AF068296	MDS023	_
Contig54893_RC	MDS019	_
Contig54166_RC	MDS018	_
NM_020231	MDS010	_
NM_020234	MDS009	_
Contig53696_RC	MDS006	_
